sample_id,experiment,dataset,split_mode,checkpoint,path,raw_label,membership,source_csv,client_id
ucf_event_aug::0000017,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse002_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000018,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse002_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000019,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse002_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000020,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__0.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000021,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__1.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000022,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__2.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000023,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__3.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000024,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__4.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000025,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__5.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000026,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__6.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000027,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000028,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000029,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse003_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000030,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__0.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000031,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__1.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000032,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__2.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000033,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__3.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000034,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__4.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000035,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__5.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000036,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__6.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000037,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000038,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000039,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse004_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000040,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__0.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000041,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__1.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000042,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__2.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000043,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__3.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000044,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__4.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000045,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__5.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000046,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__6.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000047,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000048,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000049,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse005_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000050,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__0.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000051,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__1.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000052,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__2.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000053,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__3.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000054,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__4.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000055,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__5.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000056,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__6.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000057,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000058,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000059,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse006_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000060,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__0.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000061,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__1.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000062,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__2.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000063,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__3.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000064,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__4.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000065,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__5.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000066,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__6.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000067,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000068,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000069,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse007_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000070,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__0.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000071,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__1.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000072,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__2.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000073,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__3.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000074,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__4.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000075,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__5.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000076,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__6.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000077,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000078,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000079,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse008_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000080,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__0.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000081,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__1.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000082,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__2.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000083,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__3.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000084,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__4.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000085,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__5.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000086,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__6.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000087,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000088,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000089,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse009_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000090,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__0.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000091,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__1.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000092,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__2.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000093,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__3.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000094,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__4.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000095,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__5.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000096,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__6.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000097,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__7.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000098,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__8.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
ucf_event_aug::0000099,ucf_event_aug,ucf,event,PAMP-FedVAD/models/ucf-event_model_roc_0.8797.pth,/data/VadCLIP-data/UCFClipFeatures/Abuse/Abuse010_x264__9.npy,Abuse,1,data/list/ucf_event/ucf_Abuse.csv,ucf_Abuse
