sample_id,experiment,dataset,split_mode,checkpoint,path,raw_label,membership,source_csv,client_id
xd_event_aug::0000044,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-24-22_01-25-44_label_B5-0-0__4.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000045,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-24-22_01-25-44_label_B5-0-0__5.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000046,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-24-22_01-25-44_label_B5-0-0__6.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000047,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-24-22_01-25-44_label_B5-0-0__7.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000048,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-24-22_01-25-44_label_B5-0-0__8.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000049,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-24-22_01-25-44_label_B5-0-0__9.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000050,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__0.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000051,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__1.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000052,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__2.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000053,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__3.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000054,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__4.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000055,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__5.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000056,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__6.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000057,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__7.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000058,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__8.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000059,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Election.2005__#01-30-35_01-34-07_label_B5-0-0__9.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000060,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__0.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000061,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__1.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000062,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__2.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000063,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__3.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000064,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__4.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000065,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__5.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000066,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__6.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000067,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__7.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000068,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__8.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000069,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Kill.Bill.Vol.2.2004__#0-31-20_0-32-00_label_B5-0-0__9.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000070,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__0.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000071,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__1.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000072,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__2.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000073,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__3.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000074,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__4.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000075,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__5.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000076,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__6.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000077,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__7.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000078,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__8.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000079,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-04-25_00-04-55_label_B5-0-0__9.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000080,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-51-08_00-51-35_label_B5-0-0__0.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000081,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-51-08_00-51-35_label_B5-0-0__1.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000082,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-51-08_00-51-35_label_B5-0-0__2.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000083,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-51-08_00-51-35_label_B5-0-0__3.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000084,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-51-08_00-51-35_label_B5-0-0__4.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000085,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-51-08_00-51-35_label_B5-0-0__5.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000086,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-51-08_00-51-35_label_B5-0-0__6.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
xd_event_aug::0000087,xd_event_aug,xd,event,PAMP-FedVAD/models/xd-event_model_final_ap_0.8243.pth,/data/VadCLIP-data/XDTrainClipFeatures/Mission.Impossible.II.2000__#00-51-08_00-51-35_label_B5-0-0__7.npy,B5-0-0,1,data/list/xd_event/xd_Abuse.csv,xd_Abuse
